doi,relevant_yn,No
https://www.scopus.com/inward/record.uri?eid=2-s2.0-74349127903&partnerID=40&md5=c241387193617e99f08079a455513857,,356
https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649127987&doi=10.1656%2f045.016.n402&partnerID=40&md5=8c58bc08f9f018f3808c939374556c92,,357
"Johnston, V.H., Canadian Wildlife Service, Environment Canada, P.O. Box 2310, Yellowknife, NT X1A 2P7, Canada; Pepper, S.T., Canadian Wildlife Service, Environment Canada, P.O. Box 2310, Yellowknife, NT X1A 2P7, Canada",,358
10.1111/j.1557-9263.2010.00277.x,,359
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906221923&doi=10.1656%2f058.009.0316&partnerID=40&md5=324f75a3843918bb4156ad910b6734e3,,360
10.7589/0090-3558-46.4.1325,,361
10.1007/s10336-009-0419-x,,362
10.7589/0090-3558-46.3.864,,363
10.1111/j.1557-9263.2010.00299.x,,364
10.1111/j.1557-9263.2010.00284.x,,365
10.1111/j.1557-9263.2009.00263.x,,366
10.1525/cond.2010.090049,,367
10.2193/2009-057,,368
10.1675/063.033.0103,,369
10.1525/cond.2010.090022,,370
10.2193/2008-598,,371
10.3354/esr00238,,372
,,373
10.1675/063.033.0217,,374
https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952510166&doi=10.1676%2f09-099.1&partnerID=40&md5=cb6f6d14199a44b93fac5407b3fb93e0,,375
10.1007/s10336-010-0503-2,,376
10.2193/2009-248,,377
10.1675/063.033.0317,,378
10.1016/j.biocon.2010.06.027,,379
10.1525/cond.2010.090136,,380
10.1525/cond.2010.090215,,381
10.1111/j.1469-7998.2010.00723.x,,382
10.1111/j.1442-9993.2009.02083.x,,383
10.1675/063.033.0414,,384
,,385
,,386
https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650459347&doi=10.1656%2f058.009.0407&partnerID=40&md5=5fc34cfedeabbd157e88e0d0bfcba9e3,,387
10.1675/063.033.0404,,388
,,389
https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650602072&doi=10.1071%2fWR10062&partnerID=40&md5=1af16fd3178c91df8fbbc656990f2689,,390
10.1016/j.biocon.2010.08.024,,391
10.1525/auk.2011.11087,,392
10.1111/j.1557-9263.2011.00319.x,,393
10.14430/arctic4099,,394
10.1002/jwmg.5,,395
10.1525/auk.2011.10217,,396
10.1002/jwmg.44,,397
10.1525/cond.2011.090243,,398
10.1002/jwmg.42,,399
10.1002/jwmg.52,,400
,,401
10.1890/09-2047.1,,402
10.1002/wsb.24,,403
10.1002/jwmg.154,,404
10.1890/ES10-00187.1,,405
10.1016/j.foreco.2010.07.037,,406
10.1002/jwmg.142,,407
10.1525/cond.2011.100186,,408
10.1002/jwmg.222,,409
https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555187463&doi=10.1017%2fS0959270910000614&partnerID=40&md5=91d958f6ff50c62228465830f0d81ce0,,410
10.1675/063.034.0301,,411
10.1002/jwmg.205,,412
https://www.scopus.com/inward/record.uri?eid=2-s2.0-80355132561&doi=10.1139%2fz11-090&partnerID=40&md5=6a86d694485da774bde058be0148a5e9,,413
10.1002/jwmg.211,,414
https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955213481&doi=10.1676%2f10-196.1&partnerID=40&md5=d06d260743b6d550e55afd5104581cc4,,415
10.3996/042011-JFWM-026,,416
10.22621/cfn.v126i2.1332,,417
10.1111/j.1557-9263.2012.00378.x,,418
10.1111/j.1557-9263.2012.00368.x,,419
10.1525/auk.2012.11256,,420
10.1002/jwmg.414,,421
10.1007/s00442-011-2214-7,,422
10.1525/auk.2012.11244,,423
10.1002/jwmg.282,,424
10.1007/s10336-011-0695-0,,425
10.1002/wsb.118,,426
10.1111/j.1365-2656.2011.01912.x,,427
10.1002/jwmg.290,,428
10.1111/j.2041-210X.2011.00161.x,,429
10.1525/cond.2012.110065,,430
10.1002/wsb.136,,431
10.3356/JRR-11-18.1,,432
10.1002/wsb.134,,433
10.1002/jwmg.337,,434
10.1002/jwmg.341,,435
10.1002/jwmg.371,,436
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864538008&partnerID=40&md5=0d7286ccce00dc3599428f06a9e294fe,,437
10.1002/jwmg.392,,438
10.3356/JRR-10-77.1,,439
10.1675/063.035.0304,,440
10.1111/j.1365-2664.2012.02185.x,,441
10.1098/rsbl.2012.0359,,442
10.1007/s00300-012-1211-6,,443
10.1016/j.biocon.2011.11.017,,444
10.2174/1874453201205010082,,445
,,446
10.1111/j.2041-210X.2012.00206.x,,447
10.1675/063.035.sp105,,448
10.1016/j.foreco.2012.07.051,,449
10.3996/032011-JFWM-023,,450
10.2174/1874453201205010061,,451
10.1111/jofo.12032,,452
10.1111/jofo.12019,,453
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872844340&doi=10.1674%2f0003-0031-169.1.214&partnerID=40&md5=ac479dea08a0eb9cd93877caa86fb470,,454
10.1111/ibi.12018,,455
10.1525/auk.2013.12150,,456
10.1016/j.foreco.2012.08.046,,457
10.1111/jofo.12039,,458
10.1675/063.036.0107,,459
,,460
10.1525/auk.2013.12228,,461
10.1525/cond.2013.110176,,462
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876515225&doi=10.1656%2f045.020.0101&partnerID=40&md5=e2e00003f113cad5fd7ba68d8e707b48,,463
10.1016/j.biocon.2012.12.013,,464
10.1002/jwmg.520,,465
10.1002/jwmg.496,,466
10.1002/jwmg.529,,467
,,468
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880095720&doi=10.1656%2f058.012.0213&partnerID=40&md5=6679022e8cb62d0e9e3af8ddb5231e43,,469
10.1016/j.anbehav.2013.03.007,,470
10.1111/geb.12014,,471
10.2980/20-2-3584,,472
10.1525/cond.2013.110168,,473
10.1002/jwmg.570,,474
10.1111/ddi.12093,,475
10.1002/jwmg.559,,476
10.1525/cond.2013.120149,,477
10.1139/cjz-2013-0008,,478
10.1525/cond.2013.120153,,479
10.1002/jwmg.573,,480
10.3356/JRR-12-21.1,,481
10.1016/j.foreco.2013.04.045,,482
10.1675/063.036.0307,,483
10.1016/j.foreco.2013.04.041,,484
10.1675/063.036.0309,,485
10.1525/cond.2013.120176,,486
10.1002/jwmg.607,,487
10.1525/cond.2013.110195,,488
10.1002/ece3.791,,489
10.1676/13-015.1,,490
10.1676/13-043.1,,491
10.1007/s00442-013-2698-4,,492
10.1016/j.foreco.2013.04.001,,493
10.1002/jwmg.768,,494
10.1002/jwmg.738,,495
10.1676/13-098.1,,496
10.1676/13-100.1,,497
10.1093/beheco/aru044,,498
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904054203&doi=10.1111%2fjav.00276&partnerID=40&md5=e047d347f47e7fc78539e3de01152b10,,499
10.1002/zoo.21174,,500
10.1676/14-035.1,,501
10.1002/jwmg.708,,502
10.1002/wsb.437,,503
10.3356/JRR-OSPR-13-01.1,,504
,,505
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904062686&doi=10.1111%2fjav.00375&partnerID=40&md5=3e1edf0fa469612dbf85f97b07483e6b,,506
10.1002/jwmg.724,,507
10.1002/jwmg.647,,508
10.1007/s10336-014-1067-3,,509
10.1002/jwmg.690,,510
10.3356/JRR-14-00035.1,,511
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940226114&doi=10.1656%2f045.021.0115&partnerID=40&md5=42bb27e5ede5ccf392231891a904bb4e,,512
10.14403/arctic4420,,513
10.14430/arctic4406,,514
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897547680&doi=10.1656%2f058.013.0107&partnerID=40&md5=40f65a03387f0f5dfcb912d124b7e4fe,,515
10.1002/jwmg.696,,516
,,517
10.1111/1365-2656.12205,,518
10.1002/wsb.384,,519
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922059056&partnerID=40&md5=1e1c1e506edc2bc83e23dccae0e9352e,,520
10.1676/13-029.1,,521
10.3356/JRR-13-00005.1,,522
10.14430/arctic4419,,523
abundance; archipelago; geographical distribution; habitat structure; population distribution; satellite imagery; site investigation; species diversity; waterfowl; Cuba; Anatidae,,524
10.1002/wmon.1013,,525
10.1016/j.foreco.2013.10.048,,526
10.1650/CONDOR-13-024.1,,527
10.1016/j.foreco.2014.07.030,,528
10.1890/13-2168.1,,529
10.1111/jofo.12081,,530
10.1186/s40462-015-0046-5,,531
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941958908&doi=10.1071%2fWR14238&partnerID=40&md5=512bb0aa55f30ba9e678dfedc4b46f92,,532
10.1071/WR14199,,533
10.1186/s40462-016-0067-8,,534
10.1676/14-038.1,,535
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945496092&doi=10.1080%2f00063657.2015.1073678&partnerID=40&md5=ece857417df03e6f8aa0e065273d4e79,,536
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931826019&doi=10.3398%2f064.075.0112&partnerID=40&md5=0c633363df1d5427cc0193a99508a347,,537
10.1111/1365-2664.12438,,538
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937126017&doi=10.1674%2f0003-0031-174.1.117&partnerID=40&md5=1dd41aaa7fc03092c1fc53572cf6e7b7,,539
10.1093/beheco/aru137,,540
10.3356/JRR-14-50.1,,541
10.1002/jwmg.847,,542
10.1676/wils-127-02-302-309.1,,543
10.1186/s40462-016-0075-8,,544
10.1675/063.038.0205,,545
10.1675/063.038.0106,,546
10.3354/esr00682,,547
10.3356/JRR-13-00052.1,,548
10.1111/ibi.12217,,549
10.1002/jwmg.942,,550
10.1002/jwmg.957,,551
10.1002/jwmg.873,,552
10.1002/jwmg.876,,553
10.1002/jwmg.916,,554
10.5479/data.smbc.20140815,,555
10.1111/jofo.12085,,556
10.1111/ibi.12228,,557
10.1650/CONDOR-14-182.1,,558
10.1016/j.ecolmodel.2015.02.010,,559
10.1111/ibi.12261,,560
10.1642/AUK-15-33.1,,561
10.22621/cfn.v129i3.1721,,562
10.5751/ACE-00719-100103,,563
10.1016/j.biocon.2014.11.013,,564
10.1650/CONDOR-14-209.1,,565
10.1007/s00442-015-3300-z,,566
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941748804&doi=10.1111%2fjav.00672&partnerID=40&md5=3980a7c459eb7677f8c9a9ae1ea9ae66,,567
10.1675/063.038.0302,,568
10.1002/jwmg.920,,569
10.1002/jwmg.924,,570
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942595030&doi=10.1674%2f0003-0031-174.2.343&partnerID=40&md5=b02ab41024b97025ec50d3d025310e4c,,571
10.1016/j.foreco.2015.06.009,,572
10.1093/beheco/arv110,,573
10.1016/j.rama.2015.07.008,,574
10.1098/rsbl.2015.0593,,575
10.18194/ws.00021,,576
10.1676/14-179,,577
10.18194/ws.00020,,578
10.1093/beheco/arv189,,579
10.5751/ACE-00876-110204,,580
10.1111/ibi.12331,,581
10.1650/CONDOR-15-139.1,,582
10.1642/AUK-15-160.1,,583
10.1016/j.foreco.2015.09.039,,584
10.1002/jwmg.1001,,585
10.1111/aec.12277,,586
10.1111/cobi.12569,,587
10.1676/wils-128-01-97-107.1,,588
10.3356/rapt-50-01-54-59.1,,589
10.14430/arctic4544,,590
10.1016/j.foreco.2015.12.021,,591
10.3356/rapt-50-01-3-22.1,,592
10.1676/wils-128-01-150-158.1,,593
10.1111/jofo.12131,,594
10.1002/ece3.1992,,595
10.1890/15-0934/suppinfo,,596
10.1002/jwmg.1030,,597
10.1650/CONDOR-15-140.1,,598
10.1002/jwmg.1066,,599
10.1676/1559-4491-128.2.429,,600
10.1111/jofo.12150,,601
10.1002/wsb.643,,602
10.1002/wsb.661,,603
10.1002/wsb.648,,604
10.3356/rapt-50-02-161-175.1,,605
10.7589/2015-02-029,,606
10.1007/s10336-016-1330-x,,607
10.1650/CONDOR-16-7.1,,608
10.1650/CONDOR-16-30.1,,609
10.18194/ws.00035,,610
10.1676/1559-4491-128.3.642,,611
10.1002/wsb.669,,612
10.1675/063.039.0303,,613
,,614
10.1002/jwmg.21114,,615
10.1002/jwmg.21124,,616
10.1676/15-172.1,,617
10.1675/063.039.0412,,618
10.3996/112015-JFWM-110,,619
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011357434&doi=10.3398%2f064.076.0409&partnerID=40&md5=c814b2a9cb350680c93289358d7e0eee,,620
"Carroll, J.M., Dept of Natural Resource Ecology and Management, Oklahoma State Univ., Stillwater, OK  74078, United States; Hamm, R.L., Dept of Natural Resource Ecology and Management, Oklahoma State Univ., Stillwater, OK  74078, United States; Hagen, J.M., Dept of Natural Resource Ecology and Management, Oklahoma State Univ., Stillwater, OK  74078, United States; Davis, C.A., Dept of Natural Resource Ecology and Management, Oklahoma State Univ., Stillwater, OK  74078, United States; Guthery, F.S., Dept of Natural Resource Ecology and Management, Oklahoma State Univ., Stillwater, OK  74078, United States",,621
10.1002/jwmg.21171,,622
10.5751/ACE-00953-120108,,623
10.1016/j.rama.2016.09.001,,624
10.1071/WR17027,,625
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019193204&doi=10.21199%2fWB48.1.2&partnerID=40&md5=bad5d5ed43ddfbbe9a6e58b30d224463,,626
10.1675/063.040.sp104,,627
10.1002/jwmg.21214,,628
10.1002/zoo.21367,,629
10.1002/jwmg.21231,,630
10.1676/15-055.1,,631
10.1111/jofo.12198,,632
,,633
10.3389/fevo.2017.00063,,634
10.1002/ece3.3021,,635
10.1642/AUK-16-147.1,,636
10.1002/jwmg.21254,,637
10.1007/s10144-017-0585-2,,638
10.1016/j.gecco.2017.08.001,,639
10.1016/j.rama.2017.01.007,,640
10.1186/s40462-017-0106-0,,641
10.1002/ecm.1253,,642
10.1650/CONDOR-16-76.1,,643
10.1002/jwmg.21272,,644
10.1002/jwmg.21277,,645
10.1676/16-097.1,,646
10.3356/JRR-16-72.1,,647
10.1002/jwmg.21289,,648
10.1002/wsb.799,,649
10.1002/jwmg.21284,,650
10.1675/063.040.0306,,651
10.1002/wsb.791,,652
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035798456&doi=10.1111%2fjav.01450&partnerID=40&md5=9caf5451588a8c9c7e4da985d1e9358e,,653
10.1650/CONDOR-16-154.1,,654
10.1111/jofo.12226,,655
10.1676/17-023.1,,656
10.1002/wsb.827,,657
10.1002/wsb.833,,658
10.1642/AUK-17-69.1,,659
10.1642/AUK-17-67.1,,660
10.1642/AUK-17-105.1,,661
10.1002/zoo.21394,,662
10.1139/cjz-2018-0121,,663
,,664
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042237917&doi=10.2981%2fwlb.00362&partnerID=40&md5=4f218a9a3f2d21988822cca781383fdc,,665
10.1002/jwmg.21378,,666
10.1676/16-069.1,,667
10.1111/jofo.12245,,668
10.1111/jofo.12238,,669
10.1002/wsb.846,,670
10.1002/jwmg.21416,,671
10.1642/AUK-17-137.1,,672
10.1002/jwmg.21403,,673
10.1642/AUK-17-113.1,,674
10.3354/meps12534,,675
10.1650/CONDOR-17-100.1,,676
10.1676/16-214.1,,677
10.5751/ACE-01190-130112,,678
10.1111/jofo.12254,,679
10.1676/16-222.1,,680
10.5751/ACE-01147-130105,,681
10.1675/063.041.0206,,682
10.3356/JRR-17-19.1,,683
10.1642/AUK-18-4.1,,684
10.1642/AUK-17-219.1,,685
10.1111/2041-210X.13016,,686
10.1002/jwmg.21451,,687
10.1002/jwmg.21441,,688
10.1642/AUK-17-205.1,,689
10.1002/jwmg.21483,,690
10.1002/wsb.910,,691
10.1002/jwmg.21504,,692
10.1111/jofo.12263,,693
10.1111/ibi.12615,,694
10.1642/AUK-17-229.1,,695
10.1642/AUK-18-23.1,,696
10.1642/AUK-17-202.1,,697
10.1642/AUK-17-212.1,,698
10.1002/ece3.4506,,699
10.1016/j.ecolmodel.2018.08.006,,700
10.1002/jwmg.21545,,701
10.1002/jwmg.21532,,702
10.1111/2041-210X.13065,,703
10.1111/aec.12629,,704
10.1111/ddi.12830,,705
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059092020&doi=10.2981%2fwlb.00391&partnerID=40&md5=2e1e96474c20fb23004c08cd1c7ffe6d,,706
10.1676/1559-4491.130.4.932,,707
10.1111/jofo.12275,,708
10.1093/condor/duz032,,709
10.1002/ecs2.2548,,710
10.3996/102018-JFWM-098,,711
10.3354/meps13145,,712
,,713
10.1675/063.042.0102,,714
10.1093/condor/duz030,,715
10.1002/jwmg.21573,,716
10.3389/fevo.2019.00317,,717
10.1002/ece3.5479,,718
10.1002/jwmg.21595,,719
10.1016/j.anbehav.2018.11.009,,720
10.1002/jwmg.21605,,721
10.3356/JRR-18-22,,722
10.1002/1438-390X.1019,,723
10.1111/1365-2664.13328,,724
10.1093/beheco/ary177,,725
10.1093/beheco/ary173,,726
10.1676/18-79,,727
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068178348&doi=10.1656%2f058.018.0206&partnerID=40&md5=3e142b8edad655c6f3bba0c51905289b,,728
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065467329&doi=10.3398%2f064.079.0111&partnerID=40&md5=ba7a7c155aaffcd9f52284c8fa543749,,729
10.1111/geb.12881,,730
10.1002/jwmg.21644,,731
10.1002/jwmg.21647,,732
10.1093/condor/duy005,,733
10.1093/condor/duy014,,734
10.1111/jofo.12291,,735
10.1676/18-34,,736
10.1676/18-38,,737
10.1002/wsb.966,,738
10.1002/jwmg.21683,,739
10.1093/auk/ukz017,,740
10.18194/ws.00145,,741
10.1676/17-23,,742
10.1675/063.041.0402,,743
10.1676/18-171,,744
10.3389/fevo.2019.00329,,745
10.1016/j.gecco.2019.e00728,,746
10.1016/j.biocon.2019.108220,,747
10.1111/1365-2656.13043,,748
10.1002/zoo.21514,,749
10.5751/ACE-01418-140210,,750
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076792297&doi=10.1656%2f045.026.0413&partnerID=40&md5=a1ae16df4bf8bb6cd605da2b638c393c,,751
10.1111/jav.02182,,752
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076138764&doi=10.1017%2fS0959270918000394&partnerID=40&md5=8601e515204d388f7b8afa01a1b65aa4,,753
10.5751/ACE-01408-140202,,754
,,755
10.1111/ibi.12726,,756
,,757
10.2981/wlb.00598,,758
10.1002/jwmg.21767,,759
Article in Press,,760
10.1675/063.042.0402,,761
10.1002/ecy.2943,,762
10.1111/ddi.13015,,763
10.1002/wsb.1068,,764
10.1002/wsb.1076,,765
10.1111/jofo.12324,,766
10.1111/ibi.12766,,767
10.1111/2041-210X.13365,,768
10.1016/j.anbehav.2020.04.013,,769
